,weekday_name,month,century,century_year,leap_year_condition,predicted_days_group_index,correct_output
70564,5,8,3,8.9,0,9,7
132831,1,8,1,0.0,0,9,6
16870,4,7,0,2.8,1,9,3
5111,4,1,2,9.9,0,9,8
94833,5,9,1,9.7,0,9,5
35237,2,4,3,5.0,0,2,7
98667,5,7,0,2.1,0,9,6
29031,2,1,1,5.9,0,9,6
11285,6,5,0,5.7,0,9,9
125058,1,12,3,4.7,0,8,4
6158,4,4,1,4.3,0,2,8
143292,6,12,0,3.8,0,8,8
73794,2,5,0,1.0,0,9,8
67522,4,1,1,5.4,0,9,7
78013,6,3,2,1.9,0,9,9
62273,4,12,1,1.8,0,8,5
47234,6,10,3,1.7,0,8,9
26798,6,7,3,3.2,1,9,5
72866,4,2,2,8.5,0,0,1
131504,0,4,3,7.7,0,2,6
99929,3,10,0,8.0,1,8,6
94944,3,9,3,0.8,1,8,5
55878,5,8,1,3.9,0,9,4
74664,1,7,0,7.8,0,9,8
21469,6,6,2,1.6,1,9,4
7130,4,6,3,1.3,0,9,8
63300,3,2,3,4.3,0,0,6
120189,0,12,2,9.0,0,8,3
72713,1,2,1,3.2,1,0,1
8446,6,10,0,2.5,0,8,8
131068,2,3,3,4.2,0,9,6
90926,4,11,3,0.0,0,8,4
19685,4,2,0,3.6,1,0,4
49925,4,5,2,0.1,0,9,3
114585,6,10,3,0.0,0,8,9
11874,5,6,2,4.5,0,9,2
49544,6,4,2,2.1,0,2,3
145121,1,7,2,6.3,0,9,9
38672,4,1,1,7.6,1,9,8
119720,4,11,2,2.2,0,8,3
12781,0,8,3,5.0,0,9,9
2690,5,7,2,8.4,1,9,7
45643,5,6,3,3.0,0,9,2
45966,2,7,2,5.2,1,9,9
38076,4,11,3,8.2,0,8,7
16215,6,5,1,7.5,0,9,3
124658,1,11,3,4.8,1,8,4
63144,5,2,1,8.7,0,0,6
44060,2,2,3,5.1,0,0,2
28333,1,11,2,6.3,0,8,5
64112,5,4,3,5.3,0,2,6
103255,0,6,1,9.8,0,9,7
69832,3,7,0,5.8,0,9,7
4101,6,11,0,9.1,0,8,7
54560,2,5,0,2.4,1,9,4
138213,6,10,1,7.2,1,8,7
52439,0,11,3,0.9,0,8,3
92501,4,3,2,7.1,0,9,5
35199,4,4,3,1.2,1,2,7
132277,4,6,3,4.8,1,9,6
52942,4,1,0,1.0,0,9,4
143771,0,1,1,1.6,1,9,9
104374,1,9,1,1.4,0,9,7
115789,1,1,3,0.1,0,9,3
17842,4,9,1,9.8,0,9,3
130787,3,3,0,6.1,0,9,6
50637,1,7,1,1.1,0,9,3
74711,3,7,1,2.5,0,9,8
77429,2,2,0,3.6,1,0,2
125528,0,2,0,1.5,0,0,5
6422,4,5,0,0.6,0,9,8
103105,3,6,0,4.8,1,9,7
46459,0,8,3,4.4,1,9,9
62419,5,12,2,6.4,1,8,5
138438,6,10,3,9.7,0,8,7
14515,5,1,0,7.9,0,9,3
90731,6,11,1,0.5,0,8,4
85833,3,11,0,1.9,0,8,3
132451,3,7,1,2.1,0,9,6
119139,1,10,0,4.2,0,8,3
126075,0,3,1,6.1,0,9,5
30749,6,5,2,7.3,0,9,6
50137,3,6,0,1.2,1,9,3
110461,1,12,1,8.6,0,8,8
143082,4,11,2,2.9,0,8,8
24146,2,1,0,8.6,0,9,5
63546,0,3,1,8.8,1,9,6
44346,0,3,2,3.6,1,9,9
91070,1,12,0,4.3,0,8,4
53409,5,2,0,7.6,1,0,4
123968,2,10,0,5.9,0,8,4
79928,5,8,1,2.9,0,9,9
138057,1,10,0,1.6,1,8,7
119811,5,11,3,1.3,0,8,3
50279,4,6,1,5.4,0,9,3
110078,1,11,2,0.4,1,8,8
16266,0,5,2,2.6,0,9,3
45541,5,6,2,2.8,1,9,2
34410,3,2,3,2.5,0,0,0
107241,1,4,1,7.4,0,2,8
24372,2,1,3,1.2,1,9,5
138047,2,10,0,0.6,0,8,7
32083,2,9,0,0.3,0,9,6
100295,4,11,0,4.5,0,8,6
109321,3,9,2,4.9,0,9,8
32940,6,11,0,5.8,0,8,6
10953,5,4,1,2.6,0,2,2
119096,3,9,4,0.0,0,9,3
69791,1,7,0,1.7,0,9,7
92953,0,4,3,2.2,0,2,5
127269,4,6,1,5.2,1,9,5
81978,4,1,1,7.4,0,9,3
70118,2,7,3,4.4,1,9,7
57651,2,12,3,0.8,1,8,4
114509,3,10,2,2.4,1,8,9
99381,5,8,3,3.4,0,9,6
15859,5,4,2,2.0,1,2,3
125174,0,1,0,6.2,0,9,5
142841,4,10,3,8.9,0,8,8
23941,5,12,2,8.2,0,8,4
133650,6,10,1,1.7,0,8,6
72519,4,1,3,3.9,0,9,8
35496,3,5,2,0.8,1,9,7
55391,1,7,0,5.3,0,9,4
118686,3,8,3,9.1,0,9,3
69782,4,7,0,0.8,1,9,7
66026,3,9,2,6.2,0,9,6
37301,5,10,0,0.8,1,8,7
63617,4,3,2,5.9,0,9,6
120274,0,12,3,7.5,0,8,3
53781,4,3,0,4.7,0,9,4
34006,3,1,3,2.2,0,9,7
136869,4,7,0,3.1,0,9,7
48981,4,3,0,5.9,0,9,3
66350,0,10,1,8.5,0,8,6
135363,4,3,1,2.9,0,9,7
115606,4,1,1,1.8,0,9,3
9954,1,1,3,3.0,0,9,9
34957,4,4,0,7.0,0,2,7
46424,5,8,3,0.9,0,9,9
76303,6,11,1,1.3,0,8,8
21983,1,7,3,2.9,0,9,4
34393,2,2,3,0.8,1,0,7
31507,5,7,2,2.9,0,9,6
11819,6,6,1,9.0,0,9,2
125533,6,2,0,2.0,1,0,5
66163,5,9,3,9.9,0,9,6
118203,3,7,3,0.9,0,9,3
75129,6,8,1,4.2,0,9,8
43667,2,1,3,5.9,0,9,9
123506,0,8,3,9.9,0,9,4
72422,3,1,2,4.2,0,9,8
72489,2,1,3,0.9,0,9,8
34618,1,3,1,3.2,1,9,7
84959,6,8,3,4.8,1,9,3
101223,4,1,1,7.1,0,9,7
129994,4,1,0,7.0,0,9,6
40749,1,6,2,4.8,1,9,8
19587,0,1,3,3.9,0,9,4
127154,1,6,0,3.7,0,9,5
118870,2,9,1,7.4,0,9,3
38010,6,11,3,1.6,1,8,7
114686,0,11,0,0.0,0,8,2
113636,0,8,1,5.3,0,9,9
36304,1,7,2,1.4,0,9,7
103721,6,7,2,6.3,0,9,7
8046,5,9,0,2.6,0,9,8
5692,5,3,0,7.8,0,9,8
111381,6,2,3,0.4,1,0,2
112098,2,4,2,1.9,0,2,2
66752,4,11,1,8.6,0,8,6
27236,6,8,3,6.9,0,9,5
77996,6,3,2,0.2,0,9,9
23115,5,10,2,5.8,0,8,4
70546,3,8,3,7.1,0,9,7
4023,0,11,0,1.3,0,8,7
144328,3,3,2,7.2,1,9,9
103714,5,7,2,5.6,1,9,7
10080,5,2,0,5.5,0,0,2
69957,4,7,1,8.3,0,9,7
133835,5,10,3,0.2,0,8,6
12238,3,7,2,0.8,1,9,9
25074,1,3,2,1.2,1,9,5
110316,3,12,0,4.1,0,8,8
133000,2,8,2,6.9,0,9,6
43882,5,2,1,7.3,0,0,2
28547,2,12,0,7.6,1,8,5
112700,3,6,0,1.9,0,9,2
106639,2,2,3,7.4,0,0,1
135898,6,4,2,6.3,0,2,7
81765,4,12,3,6.2,0,8,9
103808,2,7,3,5.0,0,9,7
22608,4,9,1,5.2,1,8,4
19286,4,1,0,3.8,0,9,4
69743,4,6,3,7.0,0,9,7
91484,6,1,0,5.6,1,9,5
101452,2,1,4,0.0,0,9,7
38657,0,1,1,6.1,0,9,8
55028,4,6,0,9.1,0,9,4
53839,6,3,1,0.5,0,9,4
20311,5,3,2,6.1,0,9,4
48643,5,2,1,2.2,0,0,3
54281,4,4,1,4.6,0,2,4
131704,4,5,1,7.6,1,9,6
122533,0,6,2,2.8,1,9,4
80134,2,8,3,3.5,0,9,9
136481,5,6,0,4.4,1,9,7
78694,1,5,0,9.8,0,9,9
136782,1,6,3,4.5,0,9,7
98377,1,6,1,3.2,1,9,6
70036,5,7,2,6.2,0,9,7
138941,3,12,0,9.8,0,8,7
52338,1,11,2,0.8,1,8,3
14635,0,1,1,9.9,0,9,3
61830,0,11,0,7.6,1,8,5
51932,5,10,2,0.3,0,8,3
44506,3,3,3,9.6,1,9,9
88246,4,5,0,2.6,0,9,4
40821,6,6,3,2.0,1,9,8
74064,3,5,2,8.0,1,9,8
96058,4,12,2,1.9,0,8,5
134717,5,12,3,8.2,0,8,6
74759,0,7,1,7.3,0,9,8
37974,4,11,2,8.0,1,8,7
75410,0,9,0,2.2,0,9,8
109862,4,10,3,8.9,0,8,8
48986,4,3,0,6.4,1,9,3
59696,0,5,3,4.8,1,9,5
103123,4,6,0,6.6,0,9,7
26827,0,7,3,6.1,0,9,5
60022,1,6,2,7.3,0,9,5
86298,1,12,0,8.3,0,8,3
129339,0,11,2,1.7,0,8,5
78564,0,4,3,6.9,0,2,2
88544,4,5,3,2.4,1,9,4
130396,1,2,0,7.1,0,0,6
42542,2,11,0,3.6,1,8,8
101421,6,1,3,6.9,0,9,7
86409,6,12,1,9.4,0,8,3
131080,3,3,3,5.4,0,9,6
72184,0,1,0,0.4,1,9,8
88990,0,6,3,6.9,0,9,4
34291,2,2,2,0.6,0,0,0
79622,2,7,2,2.4,1,9,9
133587,5,10,0,5.4,0,8,6
10371,3,2,3,4.6,0,0,2
107021,6,3,3,5.5,0,9,8
72554,6,1,3,7.4,0,9,8
63418,2,3,0,6.0,1,9,6
43635,4,1,3,2.7,0,9,9
54542,0,5,0,0.6,0,9,4
27216,2,8,3,4.9,0,9,5
103050,3,5,3,9.4,0,9,7
103530,0,7,0,7.2,1,9,7
360,1,1,3,6.0,1,9,7
112520,3,5,2,4.0,1,9,9
107726,3,5,2,5.8,0,9,8
144834,5,5,3,7.7,0,9,9
114979,1,11,2,9.3,0,8,2
40480,1,5,3,8.0,1,9,8
3681,1,10,0,7.2,1,8,7
1791,4,5,1,8.7,0,9,7
38859,6,1,3,6.3,0,9,8
87566,4,3,1,4.8,1,9,4
103206,2,6,1,4.9,0,9,7
18770,5,11,3,2.4,1,8,3
43955,5,2,2,4.6,0,0,2
96646,3,2,0,0.5,0,0,6
144512,3,5,0,5.5,0,9,9
52290,4,11,1,6.0,1,8,3
34035,4,1,3,5.1,0,9,7
18909,3,12,0,6.2,0,8,3
83270,2,4,2,6.3,0,2,3
101120,2,1,0,6.8,1,9,7
49933,0,5,2,0.9,0,9,3
56968,6,11,0,2.6,0,8,4
12632,4,8,2,0.1,0,9,9
101663,0,2,2,1.0,0,0,0
34347,2,2,2,6.2,0,0,0
24657,1,2,1,9.6,1,0,5
3951,0,10,3,4.2,0,8,7
47477,1,11,1,5.9,0,8,2
6087,1,4,0,7.2,1,2,8
61495,1,10,1,4.2,0,8,5
91672,2,1,2,4.4,1,9,5
20364,0,3,3,1.4,0,9,4
111458,5,2,3,8.1,0,0,2
135697,1,4,0,6.2,0,2,7
4313,3,11,3,0.3,0,8,7
47069,4,10,1,5.2,1,8,9
21638,6,6,3,8.5,0,9,4
145120,0,7,2,6.2,0,9,9
34247,3,2,1,6.2,0,0,0
89256,2,7,2,3.4,0,9,4
97999,5,5,1,5.5,0,9,6
93089,2,5,0,5.7,0,9,5
51489,0,9,1,6.1,0,9,3
134254,3,11,3,2.0,1,8,6
55126,0,6,1,8.9,0,9,4
6075,0,4,0,6.0,1,2,8
16835,2,6,3,9.4,0,9,3
127092,0,5,3,7.6,1,9,5
27930,3,10,2,6.1,0,8,5
94001,3,7,1,6.7,0,9,5
126154,1,3,2,4.0,1,9,5
82767,5,3,1,6.1,0,9,3
26079,0,6,0,1.4,0,9,5
24452,4,1,3,9.2,1,9,5
70685,2,9,1,0.9,0,9,7
141891,4,8,2,4.1,0,9,8
106972,1,3,3,0.6,0,9,8
53346,4,2,0,1.3,0,0,4
13494,0,10,2,6.1,0,8,9
110826,1,1,1,5.0,0,9,9
19795,1,2,1,4.6,0,0,4
68,2,1,0,6.8,1,9,7
112815,6,6,1,3.4,0,9,2
6250,0,4,2,3.5,0,2,8
35068,2,4,1,8.1,0,2,7
10812,4,3,3,8.6,0,9,9
53231,0,1,2,9.9,0,9,4
140815,0,5,3,6.8,1,9,8
144878,0,7,0,2.0,1,9,9
81548,0,12,1,4.5,0,8,9
18883,6,12,0,3.6,1,8,3
68171,6,3,0,0.1,0,9,7
115948,4,2,0,5.9,0,0,3
28148,2,11,0,7.8,0,8,5
10913,5,4,0,8.6,0,2,2
39077,5,2,1,8.0,1,0,1
110933,2,1,2,5.7,0,9,9
40110,2,5,0,1.0,0,9,8
57780,2,1,0,3.6,1,9,5
1311,2,4,1,0.8,1,2,7
124918,2,12,2,0.7,0,8,4
79320,3,6,3,2.3,0,9,2
116984,5,4,2,9.3,0,2,3
38439,1,12,3,4.4,1,8,7
20233,5,3,1,8.3,0,9,4
112980,2,6,2,9.9,0,9,2
78844,6,5,2,4.8,1,9,9
62389,2,12,2,3.4,0,8,5
129974,0,1,0,5.0,0,9,6
56977,3,11,0,3.5,0,8,4
36360,1,7,2,7.0,0,9,7
106021,2,1,1,5.7,0,9,8
19953,1,2,3,0.4,1,0,4
99845,3,9,3,9.7,0,9,6
104462,6,9,2,0.2,0,9,7
16809,5,6,3,6.8,1,9,3
45078,1,5,1,6.6,0,9,9
54943,3,6,0,0.6,0,9,4
45547,5,6,2,3.4,0,9,2
94373,5,8,1,3.8,0,9,5
71961,2,12,1,8.2,0,8,7
73431,6,4,0,4.8,1,2,8
83391,6,4,3,8.4,1,2,3
127081,0,5,3,6.5,0,9,5
74850,2,7,2,6.4,1,9,8
67178,2,12,2,1.1,0,8,6
123720,2,9,2,1.2,1,8,4
96494,2,1,2,5.4,0,9,6
142384,2,9,3,3.3,0,9,8
129071,1,10,3,5.0,0,8,5
70854,3,9,2,7.8,0,9,7
100098,3,10,2,4.9,0,8,6
26649,2,7,1,8.3,0,9,5
13094,6,9,2,6.2,0,9,2
125008,3,12,2,9.7,0,8,4
37044,0,9,1,5.2,1,8,7
115562,6,1,0,7.4,0,9,3
97033,1,2,3,9.2,1,0,6
50872,0,7,3,4.6,0,9,3
80247,4,9,0,4.7,0,9,2
40803,4,6,3,0.2,0,9,8
51113,0,8,1,8.6,0,9,3
93371,2,5,3,3.9,0,9,5
123436,4,8,3,2.9,0,9,4
111525,2,3,0,4.7,0,9,9
61825,0,11,0,7.1,0,8,5
136052,2,5,0,1.6,1,9,7
130842,1,3,1,1.6,1,9,6
4381,4,11,3,7.1,0,8,7
26080,1,6,0,1.5,0,9,5
9114,6,11,2,9.2,1,8,8
17164,5,7,3,2.2,0,9,3
13101,1,9,2,6.9,0,9,2
111821,6,3,3,4.3,0,9,9
40983,5,7,0,8.1,0,9,8
11578,6,5,3,5.0,0,9,9
80979,5,10,3,7.8,0,8,9
18083,3,10,0,3.8,0,8,3
99721,3,9,2,7.3,0,9,6
7681,5,8,0,6.2,0,9,8
55365,3,7,0,2.7,0,9,4
73769,6,4,3,8.6,0,2,8
55141,5,6,2,0.4,1,9,4
102083,3,3,2,2.9,0,9,7
54168,4,4,0,3.3,0,2,4
120818,0,2,1,1.7,0,0,4
89396,1,7,3,7.4,0,9,4
26738,2,7,2,7.2,1,9,5
26183,3,6,1,1.8,0,9,5
39509,2,3,2,1.1,0,9,8
51015,5,8,0,8.8,1,9,3
66469,1,10,3,0.4,1,8,6
136713,0,6,2,7.6,1,9,7
95357,6,10,3,2.0,1,8,5
26700,3,7,2,3.4,0,9,5
74819,5,7,2,3.3,0,9,8
72300,4,1,1,2.0,1,9,8
114566,4,10,2,8.1,0,8,9
49470,4,4,1,4.7,0,2,3
29823,0,3,1,4.9,0,9,6
8609,6,10,1,8.8,1,8,8
110575,3,12,3,0.0,0,8,8
86804,1,1,1,8.8,1,9,4
39096,1,2,1,9.9,0,0,1
114231,6,9,3,4.7,0,9,2
18525,1,11,0,7.9,0,8,3
28316,1,11,2,4.6,0,8,5
60258,0,7,1,0.8,1,9,5
43464,1,1,1,5.6,1,9,9
43334,1,1,0,2.6,0,9,9
16920,3,7,0,7.8,0,9,3
110994,0,1,3,1.8,0,9,9
61619,2,10,2,6.6,0,8,5
27885,3,10,2,1.6,1,8,5
38649,4,1,1,5.3,0,9,8
145119,6,7,2,6.1,0,9,9
41172,2,7,2,7.0,0,9,8
1377,0,4,1,7.4,0,2,7
45551,3,6,2,3.8,0,9,2
96756,6,2,1,1.5,0,0,6
67903,3,2,1,3.4,0,0,0
17762,2,9,1,1.8,0,9,3
116935,0,4,2,4.4,1,2,3
41650,2,8,3,4.7,0,9,8
76965,4,12,3,7.4,0,8,8
63954,4,4,1,9.5,0,2,6
78843,4,5,2,4.7,0,9,9
138055,5,10,0,1.4,0,8,7
50221,3,6,0,9.6,1,9,3
92710,6,4,0,7.9,0,2,5
62975,5,2,0,1.8,0,0,6
118244,5,7,3,5.0,0,9,3
145101,4,7,2,4.3,0,9,9
67137,0,12,1,7.0,0,8,6
88532,3,5,3,1.2,1,9,4
65422,6,8,0,5.9,0,9,6
63438,6,3,0,8.0,1,9,6
78283,1,4,0,8.8,1,2,2
89919,3,9,0,9.5,0,9,4
8874,1,11,0,5.2,1,8,8
7165,6,6,3,4.8,1,9,8
40879,1,6,3,7.8,0,9,8
139956,0,3,3,1.1,0,9,8
15576,1,3,3,3.8,0,9,3
141114,2,6,2,6.6,0,9,8
71101,2,10,1,2.4,1,8,7
142121,4,9,0,7.0,0,9,8
40396,2,5,2,9.6,1,9,8
27491,2,9,2,2.3,0,9,5
92972,3,4,3,4.1,0,2,5
102007,6,3,1,5.3,0,9,7
13133,5,9,3,0.1,0,9,2
21541,5,6,2,8.8,1,9,4
4548,2,12,1,3.7,0,8,7
26507,1,7,0,4.1,0,9,5
118566,1,8,2,7.1,0,9,3
83721,3,5,3,1.3,0,9,3
127176,0,6,0,5.9,0,9,5
127963,1,8,0,4.4,1,9,5
7323,6,7,1,0.5,0,9,8
48584,2,2,0,6.3,0,0,3
131003,6,3,2,7.7,0,9,6
105681,5,12,2,1.8,0,8,7
124458,4,11,1,4.8,1,8,4
62725,1,1,1,6.9,0,9,6
93494,3,6,0,6.1,0,9,5
53263,4,1,3,3.1,0,9,4
103943,4,8,0,8.4,1,9,7
37109,4,9,2,1.7,0,9,7
26902,3,8,0,3.5,0,9,5
95452,6,11,0,1.4,0,8,5
96820,2,2,1,7.9,0,0,6
39839,1,4,1,4.0,1,2,8
4372,0,11,3,6.2,0,8,7
56247,3,9,1,0.7,0,9,4
46222,5,8,1,0.7,0,9,9
128734,2,10,0,1.3,0,8,5
55299,5,6,3,6.2,0,9,4
128849,5,10,1,2.8,1,8,5
61543,5,10,1,9.0,0,8,5
138431,4,10,3,9.0,0,8,7
41299,6,7,3,9.7,0,9,8
131107,2,3,3,8.1,0,9,6
87219,1,2,2,0.2,0,0,4
120517,3,1,2,1.7,0,9,4
80622,2,10,0,2.1,0,8,9
45250,5,5,3,3.8,0,9,9
16962,6,7,1,2.0,1,9,3
31249,6,6,3,7.2,1,9,6
140844,1,5,3,9.7,0,9,8
127308,3,6,1,9.1,0,9,5
56088,1,8,3,4.9,0,9,4
3775,5,10,1,6.6,0,8,7
16387,3,5,3,4.7,0,9,3
29373,2,2,1,0.0,0,0,6
53106,5,1,1,7.4,0,9,4
86158,2,11,3,4.4,1,8,3
137903,5,9,2,6.3,0,9,7
16551,5,6,1,1.0,0,9,3
88793,0,6,1,7.2,1,9,4
144259,0,3,2,0.3,0,9,9
133124,2,8,3,9.3,0,9,6
115482,3,12,3,9.5,0,8,9
47837,1,12,1,1.8,0,8,9
87361,2,2,3,4.4,1,0,4
59400,3,5,0,5.2,1,9,5
65981,3,9,2,1.7,0,9,6
27141,0,8,2,7.4,0,9,5
51896,2,10,1,6.7,0,8,3
110334,4,12,0,5.9,0,8,8
135684,6,4,0,4.9,0,2,7
73959,4,5,1,7.5,0,9,8
17326,5,8,0,8.3,0,9,3
216,4,1,2,1.6,1,9,7
138741,6,11,2,9.9,0,8,7
40996,0,7,0,9.4,0,9,8
18266,0,10,2,2.1,0,8,3
86142,3,11,3,2.8,1,8,3
76731,0,12,1,4.0,1,8,8
66390,1,10,2,2.5,0,8,6
3275,6,9,0,6.7,0,9,7
140384,2,4,3,3.8,0,2,8
132775,2,8,0,4.4,1,9,6
49554,4,4,2,3.1,0,2,3
72164,3,12,3,8.5,0,8,7
108141,3,6,2,7.2,1,9,8
94004,0,7,1,7.0,0,9,5
70944,3,9,3,6.8,1,9,7
141894,1,8,2,4.4,1,9,8
7694,0,8,0,7.5,0,9,8
122766,3,7,0,6.0,1,9,4
10958,4,4,1,3.1,0,2,2
21479,4,6,2,2.6,0,9,4
43333,0,1,0,2.5,0,9,9
61396,4,10,0,4.3,0,8,5
118932,3,9,2,3.6,1,8,3
109853,0,10,3,8.0,1,8,8
12946,3,9,1,1.4,0,9,2
26436,3,6,3,7.1,0,9,5
18097,0,10,0,5.2,1,8,3
26262,4,6,1,9.7,0,9,5
39472,5,3,1,7.4,0,9,8
71750,6,11,3,7.2,1,8,7
27984,6,10,3,1.5,0,8,5
142456,1,10,0,0.4,1,8,8
105232,6,11,1,7.0,0,8,7
48059,5,12,3,4.0,1,8,9
109798,1,10,3,2.5,0,8,8
115981,3,2,0,9.2,1,0,3
77490,2,2,0,9.7,0,0,2
144232,2,3,1,7.6,1,9,9
26280,5,6,2,1.5,0,9,5
43726,0,2,0,1.7,0,0,2
56267,0,9,1,2.7,0,9,4
109069,3,8,3,9.8,0,9,8
3716,1,10,1,0.7,0,8,7
122060,5,5,1,5.6,1,9,4
27197,6,8,3,3.0,0,9,5
52707,5,12,1,7.6,1,8,3
2225,0,6,2,2.0,1,9,7
35397,5,5,1,0.9,0,9,7
46196,2,8,0,8.1,0,9,9
64006,6,4,2,4.7,0,2,6
80225,5,9,0,2.5,0,9,2
59193,4,4,2,4.6,0,2,5
5845,6,3,2,3.1,0,9,8
112472,6,5,1,9.2,1,9,9
86199,4,11,3,8.5,0,8,3
59614,3,5,2,6.6,0,9,5
27494,6,9,2,2.6,0,9,5
104069,6,8,2,1.0,0,9,7
465,0,2,0,6.4,1,0,7
126773,2,5,0,5.7,0,9,5
93601,3,6,1,6.8,1,9,5
103887,4,8,0,2.8,1,9,7
52113,0,10,3,8.4,1,8,3
77621,3,2,2,2.8,1,0,2
95766,5,11,3,2.8,1,8,5
81465,2,12,0,6.2,0,8,9
32286,3,9,2,0.6,0,9,6
110765,3,1,0,8.9,0,9,9
56973,5,11,0,3.1,0,8,4
52071,3,10,3,4.2,0,8,3
58928,2,3,3,8.2,0,9,5
13963,3,11,3,2.9,0,8,2
71695,0,11,3,1.7,0,8,7
94731,4,9,0,9.5,0,9,5
104014,0,8,1,5.5,0,9,7
141128,6,6,2,8.0,1,9,8
124480,3,11,1,7.0,0,8,4
40994,5,7,0,9.2,1,9,8
26668,5,7,2,0.2,0,9,5
102352,3,4,0,9.7,0,2,7
15472,5,3,2,3.4,0,9,3
108555,0,7,2,8.5,0,9,8
42408,1,10,3,0.3,0,8,8
68496,4,3,3,2.6,0,9,7
89171,1,7,1,4.9,0,9,4
43363,2,1,0,5.5,0,9,9
80615,0,10,0,1.4,0,8,9
56438,4,9,2,9.8,0,9,4
18378,6,10,3,3.3,0,8,3
34010,1,1,3,2.6,0,9,7
1396,3,4,1,9.3,0,2,7
27091,1,8,2,2.4,1,9,5
38560,5,1,0,6.4,1,9,8
69945,3,7,1,7.1,0,9,7
94772,6,9,1,3.6,1,8,5
132933,2,8,2,0.2,0,9,6
132185,2,6,2,5.6,1,9,6
129697,4,12,1,7.4,0,8,5
98978,0,7,3,3.2,1,9,6
36724,0,8,2,3.3,0,9,7
70204,5,8,0,2.9,0,9,7
129212,3,11,0,9.0,0,8,5
122752,6,7,0,4.6,0,9,4
13525,4,10,2,9.2,1,8,9
86280,0,12,0,6.5,0,8,3
66728,2,11,1,6.2,0,8,6
102050,4,3,1,9.6,1,9,7
121308,6,3,2,0.6,0,9,4
31465,1,7,1,8.7,0,9,6
5507,1,2,2,9.4,0,0,1
31982,1,8,3,0.3,0,9,6
107691,1,5,2,2.3,0,9,8
125546,2,2,0,3.3,0,0,5
65121,1,7,1,5.9,0,9,6
132397,6,7,0,6.7,0,9,6
17898,4,9,2,5.4,0,9,3
139477,6,1,2,3.3,0,9,8
54063,5,3,3,2.9,0,9,4
121387,0,3,2,8.5,0,9,4
6415,2,4,4,0.0,0,2,8
25034,0,3,1,7.2,1,9,5
10055,2,2,0,3.0,0,0,2
19443,3,1,1,9.5,0,9,4
131361,4,4,2,3.4,0,2,6
18353,3,10,3,0.8,1,8,3
47360,3,11,0,4.2,0,8,2
90113,0,9,2,8.9,0,9,4
98429,3,6,1,8.4,1,9,6
99171,3,8,1,2.4,1,9,6
133383,3,9,2,5.1,0,9,6
123004,5,7,2,9.8,0,9,4
103022,3,5,3,6.6,0,9,7
93125,5,5,0,9.3,0,9,5
22832,3,9,3,7.6,1,9,4
88266,1,5,0,4.6,0,9,4
114228,3,9,3,4.4,1,8,2
54908,1,5,3,7.2,1,9,4
95914,0,12,0,7.5,0,8,5
41200,2,7,2,9.8,0,9,8
19910,5,2,2,6.1,0,0,4
122978,1,7,2,7.2,1,9,4
128299,6,8,3,8.0,1,9,5
69278,5,5,3,0.6,0,9,7
112180,6,4,3,0.1,0,2,2
56401,0,9,2,6.1,0,9,4
75043,5,8,0,5.6,1,9,8
120493,1,1,1,9.3,0,9,4
11448,6,5,2,2.0,1,9,9
18293,6,10,2,4.8,1,8,3
52021,5,10,2,9.2,1,8,3
114187,0,9,3,0.3,0,9,2
61514,4,10,1,6.1,0,8,5
73912,2,5,1,2.8,1,9,8
110868,4,1,1,9.2,1,9,9
123225,0,8,1,1.8,0,9,4
127330,3,6,2,1.3,0,9,5
59947,5,6,1,9.8,0,9,5
35606,6,5,3,1.8,0,9,7
34595,0,3,1,0.9,0,9,7
32656,1,10,1,7.5,0,8,6
132449,0,7,1,1.9,0,9,6
57045,3,11,1,0.3,0,8,4
70296,0,8,1,2.1,0,9,7
1005,5,3,2,0.3,0,9,7
130169,5,1,2,4.5,0,9,6
81583,2,12,1,8.0,1,8,9
109006,1,8,3,3.5,0,9,8
13168,0,9,3,3.6,1,8,2
42459,2,10,3,5.4,0,8,8
125092,2,12,3,8.1,0,8,4
125132,3,1,0,2.0,1,9,5
21914,0,7,2,6.0,1,9,4
129766,6,12,2,4.3,0,8,5
82129,3,1,3,2.5,0,9,3
109790,5,10,3,1.7,0,8,8
95668,2,11,2,3.0,0,8,5
91080,0,12,0,5.3,0,8,4
15838,6,4,1,9.9,0,2,3
53426,6,2,0,9.3,0,0,4
137253,0,8,0,1.4,0,9,7
67975,2,2,2,0.6,0,0,0
131624,3,5,0,9.6,1,9,6
57993,2,1,2,4.9,0,9,5
93479,5,6,0,4.6,0,9,5
117383,4,5,2,9.1,0,9,3
103894,5,8,0,3.5,0,9,7
73152,0,3,1,7.0,0,9,8
103383,5,6,3,2.6,0,9,7
10835,6,4,0,0.8,1,2,2
107779,5,5,3,1.1,0,9,8
105642,5,12,1,7.9,0,8,7
31388,3,7,1,1.0,0,9,6
84243,3,7,0,3.3,0,9,3
4565,2,12,1,5.4,0,8,7
85644,5,10,2,3.1,0,8,3
92391,0,3,1,6.1,0,9,5
41185,4,7,2,8.3,0,9,8
12868,5,9,0,3.6,1,8,2
112108,1,4,2,2.9,0,2,2
50707,5,7,1,8.1,0,9,3
121374,5,3,2,7.2,1,9,4
111773,3,3,2,9.5,0,9,9
94963,5,9,3,2.7,0,9,5
89529,6,8,1,0.6,0,9,4
62233,4,12,0,7.8,0,8,5
43977,4,2,2,6.8,1,0,2
56533,3,9,3,9.3,0,9,4
42397,3,10,2,9.2,1,8,8
