,leap_year_condition,decade,predicted_year_digit,predicted_year
139695,0,185,5,1855
52396,0,206,1,2061
114665,1,218,2,2182
88711,0,189,5,1895
11847,0,201,1,2011
23755,1,189,8,1898
77290,0,209,1,2091
1494,0,209,1,2091
94358,0,192,1,1921
42301,1,199,8,1998
126641,0,212,9,2129
37806,1,191,8,1918
21848,0,199,1,1991
53420,0,188,5,1885
1678,0,187,5,1875
7272,0,185,5,1855
121724,0,202,1,2021
76366,1,197,8,1978
119737,0,203,1,2031
42286,0,198,1,1981
101269,0,201,1,2011
32798,0,211,9,2119
85053,0,184,5,1845
26348,0,208,1,2081
114762,1,187,8,1878
81393,0,219,9,2199
10377,1,215,2,2152
77802,1,180,8,1808
113478,1,219,2,2192
107117,0,185,5,1855
49765,0,184,5,1845
1261,0,185,5,1855
126766,0,185,5,1855
92196,0,216,9,2169
112077,0,199,1,1991
86462,0,204,1,2041
87525,0,190,5,1905
39653,0,215,9,2159
145211,0,215,9,2159
93302,0,207,1,2071
20552,0,190,5,1905
137731,0,189,5,1895
4672,0,206,1,2061
100741,0,189,5,1895
14540,1,190,8,1908
117882,0,218,9,2189
18382,0,213,9,2139
79927,1,192,8,1928
30240,0,196,1,1961
40051,1,215,2,2152
67298,0,213,9,2139
121823,1,212,2,2122
125489,0,217,9,2179
51591,0,206,1,2061
34602,1,191,8,1918
55816,0,187,5,1875
121434,1,213,2,2132
138218,0,197,1,1971
139329,0,188,5,1885
31439,0,196,1,1961
18189,1,194,8,1948
112959,0,207,1,2071
117808,0,211,9,2119
59498,0,195,1,1951
8196,1,197,8,1978
12700,0,206,1,2061
47951,1,203,8,2038
46545,0,182,5,1825
137788,1,194,8,1948
107338,0,207,1,2071
137206,1,216,2,2162
7377,0,195,1,1951
130231,0,210,1,2101
7088,0,207,1,2071
95613,0,197,1,1971
8235,0,201,1,2011
102470,0,201,1,2011
20045,1,219,2,2192
29953,0,207,1,2071
143132,0,207,1,2071
90523,0,209,1,2091
37917,0,202,1,2021
75455,0,186,5,1865
63735,0,217,9,2179
55382,1,184,8,1848
52787,1,205,8,2058
50794,1,206,8,2068
101820,0,216,9,2169
131835,0,210,1,2101
107581,0,191,5,1915
45943,0,202,1,2021
72254,0,187,5,1875
75259,1,207,2,2072
23698,0,183,5,1835
46547,0,183,5,1835
132763,1,183,8,1838
96437,0,199,1,1991
7650,0,183,5,1835
68140,0,217,9,2179
35128,0,204,1,2041
87920,0,190,5,1905
111618,1,194,8,1948
32142,0,186,5,1865
61398,0,184,5,1845
82827,0,202,1,2021
99894,0,184,5,1845
25114,1,205,8,2058
22958,0,190,5,1905
70905,0,212,9,2129
36176,0,188,5,1885
29048,1,197,8,1978
109201,0,192,1,1921
75123,1,193,8,1938
139226,0,218,9,2189
84443,0,203,1,2031
69929,0,195,1,1951
40975,0,187,5,1875
43253,0,214,9,2149
102670,0,181,5,1815
5297,1,188,8,1888
101449,0,219,9,2199
118712,1,181,8,1818
141354,0,190,5,1905
83830,0,182,5,1825
52401,0,207,1,2071
72849,1,206,8,2068
132734,0,180,5,1805
15042,0,200,1,2001
42746,1,204,8,2048
68261,0,189,5,1895
116961,0,207,1,2071
114684,0,219,9,2199
101721,1,206,8,2068
52755,1,202,8,2028
65518,0,195,1,1951
77899,0,190,5,1905
19680,0,183,5,1835
28183,0,191,5,1915
68114,0,214,9,2149
40916,0,181,5,1815
53231,0,209,1,2091
56034,0,209,1,2091
21059,0,200,1,2001
30152,0,187,5,1875
7304,0,188,5,1885
105514,0,185,5,1855
121240,0,193,1,1931
1709,0,190,5,1905
14799,0,216,9,2169
58347,0,200,1,2001
39632,0,213,9,2139
29712,0,183,5,1835
117417,0,212,9,2129
20784,0,213,9,2139
37362,0,186,5,1865
142731,0,207,1,2071
50205,1,188,8,1888
139542,0,209,1,2091
56883,0,214,9,2149
143994,0,213,9,2139
84523,0,211,9,2119
79839,1,184,8,1848
39080,0,198,1,1981
113414,1,213,2,2132
69281,0,210,1,2101
44488,0,217,9,2179
145567,1,210,2,2102
17601,0,215,9,2159
29424,0,195,1,1951
83195,1,198,8,1988
15812,0,197,1,1971
81207,0,200,1,2001
91870,0,184,5,1845
7977,0,215,9,2159
90187,0,216,9,2169
71941,0,196,1,1961
87253,1,203,8,2038
9387,1,196,8,1968
98106,0,206,1,2061
142746,0,209,1,2091
38549,0,185,5,1855
107070,0,180,5,1805
645,1,204,8,2048
23932,0,207,1,2071
71896,0,191,5,1915
23881,0,202,1,2021
121095,0,219,9,2199
9434,0,201,1,2011
81631,1,202,8,2028
37232,1,214,2,2142
77556,0,196,1,1961
40183,0,188,5,1885
138226,0,198,1,1981
71200,0,202,1,2021
63950,0,199,1,1991
30209,0,193,1,1931
113652,0,196,1,1961
89790,0,216,9,2169
64553,0,219,9,2199
86172,0,215,9,2159
36118,1,182,8,1828
6192,0,197,1,1971
49481,0,195,1,1951
46812,1,209,2,2092
17393,0,195,1,1951
91577,0,194,1,1941
117186,0,189,5,1895
57569,0,202,1,2021
21957,0,210,1,2101
32421,0,214,9,2149
92310,1,188,8,1888
111750,1,207,2,2072
34205,1,192,8,1928
126962,0,204,1,2041
47006,0,188,5,1885
6083,1,186,8,1868
96165,0,212,9,2129
55806,0,186,5,1865
112129,0,205,1,2051
21590,0,213,9,2139
81928,1,192,8,1928
96141,0,210,1,2101
8766,0,214,9,2149
134080,0,194,1,1941
118003,0,190,5,1905
12771,1,214,2,2142
111209,1,193,8,1938
112516,1,203,8,2038
100262,1,181,8,1818
112360,1,188,8,1888
53326,0,219,9,2199
23506,1,204,8,2048
137942,0,210,1,2101
137843,0,200,1,2001
85997,0,198,1,1981
127316,0,199,1,1991
7302,1,188,8,1888
127008,1,209,2,2092
24813,1,215,2,2152
35217,0,213,9,2139
26184,0,191,5,1915
3487,0,207,1,2071
99254,0,200,1,2001
139613,0,216,9,2169
103982,0,192,1,1921
8843,0,182,5,1825
47996,0,207,1,2071
39164,0,206,1,2061
143256,0,180,5,1805
8063,0,184,5,1845
75982,0,199,1,1991
91754,0,212,9,2129
62881,0,212,9,2129
39985,0,208,1,2081
55450,1,191,8,1918
128991,0,207,1,2071
44944,1,183,8,1838
99094,0,184,5,1845
103146,0,188,5,1885
254,0,205,1,2051
139944,0,209,1,2091
67976,0,200,1,2001
134669,0,213,9,2139
32993,0,191,5,1915
77209,0,201,1,2011
104329,0,186,5,1865
15855,1,201,8,2018
2902,0,189,5,1895
131871,0,214,9,2149
84068,0,205,1,2051
88518,0,209,1,2091
36890,0,219,9,2199
125549,1,183,8,1838
69770,0,219,9,2199
23374,1,191,8,1918
41839,0,193,1,1931
140363,0,211,9,2119
80547,0,214,9,2149
130848,0,192,1,1921
126925,0,200,1,2001
61519,0,196,1,1961
46099,0,218,9,2189
13622,0,218,9,2189
93432,0,220,9,2209
27896,0,202,1,2021
47702,1,218,2,2182
144358,0,210,1,2101
38893,0,219,9,2199
139252,1,180,8,1808
87418,0,180,5,1805
71192,0,201,1,2011
103810,1,215,2,2152
124795,1,188,8,1888
5100,1,208,2,2082
143546,1,209,2,2092
54678,0,194,1,1941
52648,0,191,5,1915
36787,1,209,2,2092
124144,0,203,1,2031
93486,0,185,5,1855
21216,1,216,2,2162
121238,1,193,8,1938
85789,1,217,2,2172
113252,0,197,1,1971
55561,0,202,1,2021
26425,1,216,2,2162
130718,0,219,9,2199
86918,0,210,1,2101
8941,0,191,5,1915
132778,0,184,5,1845
97963,0,191,5,1915
23595,0,213,9,2139
84908,0,209,1,2091
86146,1,213,2,2132
107810,0,214,9,2149
30896,0,181,5,1815
26030,0,216,9,2169
23335,0,187,5,1875
131481,0,215,9,2159
79731,0,213,9,2139
58034,0,209,1,2091
13882,1,204,8,2048
139548,1,210,2,2102
19688,0,183,5,1835
38766,0,207,1,2071
80166,0,216,9,2169
125742,0,202,1,2021
18918,0,187,5,1875
140167,0,192,1,1921
123151,1,184,8,1848
70222,0,184,5,1845
9525,0,210,1,2101
132111,0,198,1,1981
47426,1,190,8,1908
122066,0,196,1,1961
84680,0,186,5,1865
8010,0,219,9,2199
77875,0,188,5,1885
51440,1,191,8,1918
48442,0,212,9,2129
4881,0,186,5,1865
111172,0,189,5,1895
1241,0,183,5,1835
3148,0,214,9,2149
90840,0,201,1,2011
52137,0,180,5,1805
87407,0,219,9,2199
43035,1,192,8,1928
123571,0,186,5,1865
39125,1,202,8,2028
22228,0,197,1,1971
69148,1,197,8,1978
128637,0,211,9,2119
105402,1,214,2,2142
51384,1,185,8,1858
60861,0,211,9,2119
58060,1,211,2,2112
94685,0,184,5,1845
42675,0,196,1,1961
4017,0,180,5,1805
140365,0,211,9,2119
44610,0,189,5,1895
22530,0,187,5,1875
8262,0,204,1,2041
65230,1,206,8,2068
137215,0,217,9,2179
61024,1,187,8,1878
105599,1,193,8,1938
145122,1,206,8,2068
19951,0,210,1,2101
79632,0,203,1,2031
14023,0,218,9,2189
110765,0,188,5,1885
47339,0,182,5,1825
144656,0,199,1,1991
84065,1,205,8,2058
49083,0,196,1,1961
101000,0,214,9,2149
5546,0,213,9,2139
133726,0,199,1,1991
88065,0,204,1,2041
40240,1,194,8,1948
50700,0,197,1,1971
119226,0,192,1,1921
89764,0,214,9,2149
18892,0,184,5,1845
16829,1,218,2,2182
63399,0,184,5,1845
122703,0,219,9,2199
43448,1,194,8,1948
114133,0,204,1,2041
64958,0,219,9,2199
83426,0,181,5,1815
6933,1,191,8,1918
83232,0,202,1,2021
105021,1,216,2,2162
138444,0,180,5,1805
64523,0,216,9,2169
120984,0,208,1,2081
35750,0,186,5,1865
73371,0,218,9,2189
58837,0,209,1,2091
102464,0,200,1,2001
106637,1,217,2,2172
100770,0,191,5,1915
97467,1,182,8,1828
86645,0,182,5,1825
31019,0,194,1,1941
109704,0,203,1,2031
120081,0,198,1,1981
115506,0,181,5,1815
141199,0,215,9,2159
59672,1,212,2,2122
79368,0,217,9,2179
111182,0,190,5,1905
28092,0,182,5,1825
86483,1,206,8,2068
127626,1,190,8,1908
71461,0,188,5,1885
129325,0,200,1,2001
8431,0,181,5,1815
128060,0,194,1,1941
47845,0,192,1,1921
58651,0,190,5,1905
135917,0,208,1,2081
111213,1,193,8,1938
125081,0,217,9,2179
111796,0,211,9,2119
128381,0,186,5,1865
25984,1,212,2,2122
83026,0,181,5,1815
140019,0,217,9,2179
113818,0,213,9,2139
90482,0,205,1,2051
81430,0,182,5,1825
64376,1,201,8,2018
54431,1,209,2,2092
137939,0,209,1,2091
118774,0,187,5,1875
48925,0,180,5,1805
83210,0,200,1,2001
38470,0,217,9,2179
92557,0,212,9,2129
131973,1,184,8,1848
21310,0,185,5,1855
39244,0,214,9,2149
31977,0,209,1,2091
43241,0,213,9,2139
137604,0,216,9,2169
110265,0,219,9,2199
131039,0,211,9,2119
78819,0,202,1,2021
120019,1,192,8,1928
84107,0,209,1,2091
33455,1,197,8,1978
63024,0,186,5,1865
134145,0,201,1,2011
64689,1,192,8,1928
105758,0,209,1,2091
52223,0,189,5,1895
19001,0,195,1,1951
91970,0,194,1,1941
134391,1,185,8,1858
140674,0,202,1,2021
28560,0,188,5,1885
3371,0,196,1,1961
134447,1,191,8,1918
53934,1,200,8,2008
64942,0,218,9,2189
110908,1,203,8,2038
37961,0,206,1,2061
124698,1,218,2,2182
29408,0,193,1,1931
118974,0,207,1,2071
60625,0,187,5,1875
79061,1,186,8,1868
9739,0,191,5,1915
223,0,202,1,2021
38290,0,199,1,1991
72114,0,213,9,2139
58413,1,206,8,2068
63355,0,219,9,2199
132551,0,202,1,2021
142545,0,189,5,1895
123419,1,211,2,2112
96357,0,191,5,1915
120027,1,192,8,1928
48375,0,205,1,2051
107800,1,213,2,2132
60293,0,194,1,1941
114263,0,217,9,2179
118663,1,216,2,2162
117816,0,212,9,2129
70075,0,210,1,2101
69392,0,181,5,1815
106532,0,206,1,2061
22064,0,180,5,1805
63484,0,192,1,1921
135193,1,203,8,2038
27522,0,205,1,2051
39980,0,208,1,2081
50739,0,201,1,2011
82657,0,185,5,1855
28376,0,210,1,2101
53132,1,200,8,2008
84484,0,207,1,2071
76615,1,182,8,1828
111477,0,220,9,2209
76796,0,200,1,2001
68296,0,192,1,1921
75781,0,219,9,2199
88435,0,201,1,2011
76373,0,198,1,1981
14460,1,182,8,1828
21248,1,219,2,2192
136865,0,182,5,1825
30102,0,182,5,1825
12744,0,211,9,2119
106693,0,182,5,1825
91395,1,216,2,2162
106427,0,196,1,1961
44974,0,186,5,1865
102044,0,199,1,1991
118995,0,209,1,2091
69806,1,183,8,1838
70518,0,214,9,2149
114069,0,198,1,1981
115910,0,182,5,1825
28895,0,182,5,1825
18126,0,188,5,1885
103816,0,215,9,2159
439,0,183,5,1835
118985,0,208,1,2081
122812,0,190,5,1905
92853,0,202,1,2021
60915,1,216,2,2162
69251,0,207,1,2071
102993,0,213,9,2139
91166,0,193,1,1931
75708,1,212,2,2122
11164,0,213,9,2139
93341,0,210,1,2101
76736,0,194,1,1941
31293,0,181,5,1815
143465,0,201,1,2011
17035,0,199,1,1991
112043,1,196,8,1968
98079,0,203,1,2031
124290,0,218,9,2189
23805,0,194,1,1941
117500,0,180,5,1805
69205,0,203,1,2031
96994,0,215,9,2159
119336,0,203,1,2031
90158,0,213,9,2139
75208,0,202,1,2021
10877,0,185,5,1855
71853,0,187,5,1875
11440,1,201,8,2018
101603,0,195,1,1951
132761,0,183,5,1835
68373,0,200,1,2001
1522,0,211,9,2119
79162,0,196,1,1961
51421,0,189,5,1895
3431,0,202,1,2021
120547,0,204,1,2041
43958,0,204,1,2041
93071,0,183,5,1835
44401,0,209,1,2091
137443,1,200,8,2008
45165,0,205,1,2051
123534,0,182,5,1825
92745,0,191,5,1915
89554,0,193,1,1931
56296,1,195,8,1958
12220,0,199,1,1991
102314,0,185,5,1855
41377,0,187,5,1875
38867,0,217,9,2179
46983,0,186,5,1865
8847,0,182,5,1825
92857,0,202,1,2021
27823,0,195,1,1951
50563,0,183,5,1835
84199,0,219,9,2199
39630,1,213,2,2132
22491,0,183,5,1835
118364,0,186,5,1865
44299,0,198,1,1981
36113,0,182,5,1825
84442,1,203,8,2038
57210,1,206,8,2068
42756,0,205,1,2051
1752,1,194,8,1948
137353,0,191,5,1915
62524,0,216,9,2169
48459,0,213,9,2139
21369,1,191,8,1918
118221,0,212,9,2129
6293,0,207,1,2071
2581,0,197,1,1971
84707,1,189,8,1898
66507,0,214,9,2149
23845,0,198,1,1981
14862,0,182,5,1825
105755,1,209,2,2092
11119,1,209,2,2092
42427,0,212,9,2129
88158,0,213,9,2139
26475,0,180,5,1805
68403,0,203,1,2031
8441,1,182,8,1828
97881,0,183,5,1835
125067,1,215,2,2152
68712,0,194,1,1941
49033,0,191,5,1915
116977,0,208,1,2081
84486,1,207,2,2072
59324,0,217,9,2179
130520,0,199,1,1991
115854,0,216,9,2169
50003,0,207,1,2071
10478,1,185,8,1858
37444,0,195,1,1951
59908,0,195,1,1951
61548,0,199,1,1991
53015,0,188,5,1885
51865,1,193,8,1938
16940,0,189,5,1895
114298,0,181,5,1815
3237,0,182,5,1825
141737,0,188,5,1885
137650,0,181,5,1815
69848,0,187,5,1875
67246,0,207,1,2071
1066,1,206,8,2068
112256,0,217,9,2179
112175,1,209,2,2092
103110,0,185,5,1855
127867,0,214,9,2149
34264,0,197,1,1971
9278,0,185,5,1855
53179,0,204,1,2041
91698,0,207,1,2071
20053,0,180,5,1805
144794,0,213,9,2139
92766,0,193,1,1931
26873,0,180,5,1805
17919,0,207,1,2071
120142,0,204,1,2041
24077,0,181,5,1815
105159,0,189,5,1895
48667,0,194,1,1941
47514,1,199,8,1998
40872,0,217,9,2179
61545,1,199,8,1998
96544,1,210,2,2102
59662,0,211,9,2119
26350,0,208,1,2081
145747,0,188,5,1885
96842,0,200,1,2001
52175,0,184,5,1845
20117,0,186,5,1865
17214,1,217,2,2172
45270,0,215,9,2159
65450,0,188,5,1885
2091,0,188,5,1885
88508,1,208,2,2082
114315,0,183,5,1835
59287,1,214,2,2142
117000,0,210,1,2101
44951,0,183,5,1835
126972,1,205,8,2058
52209,0,187,5,1875
84016,0,200,1,2001
142529,0,187,5,1875
59630,0,208,1,2081
143908,0,205,1,2051
143719,1,186,8,1868
30079,1,180,8,1808
30814,0,213,9,2139
114149,0,206,1,2061
11257,0,182,5,1825
77644,0,205,1,2051
9981,0,215,9,2159
123779,0,207,1,2071
34129,1,184,8,1848
2696,0,209,1,2091
45806,1,189,8,1898
102158,1,210,2,2102
32905,0,182,5,1825
13377,1,194,8,1948
99180,0,193,1,1931
67159,1,199,8,1998
95112,0,187,5,1875
23940,0,208,1,2081
74036,1,205,8,2058
130259,0,213,9,2139
109908,0,183,5,1835
142487,0,183,5,1835
82225,1,182,8,1828
91174,0,194,1,1941
67428,1,186,8,1868
46670,0,195,1,1951
145864,1,200,8,2008
135873,0,203,1,2031
141162,0,211,9,2119
58094,0,215,9,2159
34470,0,218,9,2189
63119,0,196,1,1961
49965,0,204,1,2041
134592,0,205,1,2051
50734,1,200,8,2008
108385,0,191,5,1915
101544,0,189,5,1895
144523,0,186,5,1865
124282,0,217,9,2179
19671,0,182,5,1825
125406,0,209,1,2091
116133,1,204,8,2048
125476,1,216,2,2162
74580,0,219,9,2199
3227,0,181,5,1815
32315,0,203,1,2031
136620,0,198,1,1981
98443,0,199,1,1991
71581,0,200,1,2001
41259,0,215,9,2159
53979,0,204,1,2041
67800,0,183,5,1835
18062,0,181,5,1815
58964,0,181,5,1815
110820,1,194,8,1948
68359,0,198,1,1981
81587,1,198,8,1988
119498,0,180,5,1805
73435,1,185,8,1858
90954,1,212,2,2122
113541,0,185,5,1855
58930,1,218,2,2182
70693,0,191,5,1915
19342,0,189,5,1895
68405,0,203,1,2031
12758,0,212,9,2129
72953,1,217,2,2172
109896,0,182,5,1825
76343,0,195,1,1951
36492,0,180,5,1805
129456,0,213,9,2139
128172,0,205,1,2051
38242,0,194,1,1941
85038,0,182,5,1825
24169,0,190,5,1905
127274,0,195,1,1951
11674,0,184,5,1845
137406,0,196,1,1961
33266,1,218,2,2182
118295,0,180,5,1805
74694,1,190,8,1908
96303,0,186,5,1865
107392,0,212,9,2129
35136,0,204,1,2041
121031,0,213,9,2139
73927,0,194,1,1941
78855,0,205,1,2051
73006,1,182,8,1828
128732,0,181,5,1815
62097,0,214,9,2149
115501,0,181,5,1815
83135,1,192,8,1928
23672,0,181,5,1815
140205,0,195,1,1951
114136,1,205,8,2058
49696,0,217,9,2179
32002,0,212,9,2129
20084,0,183,5,1835
47933,0,201,1,2011
54891,0,215,9,2159
86046,1,203,8,2038
83912,0,190,5,1905
130318,0,219,9,2199
121313,0,201,1,2011
59540,1,199,8,1998
3138,0,213,9,2139
34299,0,201,1,2011
33122,1,204,8,2048
88238,0,181,5,1815
77423,0,183,5,1835
77092,0,190,5,1905
45883,0,196,1,1961
129080,0,215,9,2159
10693,0,206,1,2061
30053,0,217,9,2179
75486,0,189,5,1895
102937,0,208,1,2081
8349,0,212,9,2129
108660,0,219,9,2199
12824,0,219,9,2199
91223,1,199,8,1998
97426,1,218,2,2182
55843,1,190,8,1908
15455,0,201,1,2011
118294,0,220,9,2209
104703,0,184,5,1845
132066,0,193,1,1931
24148,1,188,8,1888
71143,0,196,1,1961
81741,0,213,9,2139
77154,0,196,1,1961
74309,1,192,8,1928
90811,0,198,1,1981
69499,0,192,1,1921
24521,1,186,8,1868
77774,0,218,9,2189
36722,0,203,1,2031
105504,0,184,5,1845
61297,0,214,9,2149
119608,0,191,5,1915
85687,0,207,1,2071
98195,0,215,9,2159
67855,0,188,5,1885
30999,0,192,1,1921
30413,0,213,9,2139
4365,0,215,9,2159
11366,0,193,1,1931
79690,1,209,2,2092
35845,1,195,8,1958
117637,1,194,8,1948
47241,1,212,2,2122
95659,0,202,1,2021
47681,0,216,9,2169
143319,0,186,5,1865
102773,0,191,5,1915
9436,0,201,1,2011
30973,1,189,8,1898
15224,0,218,9,2189
138318,0,207,1,2071
48720,0,199,1,1991
144294,0,203,1,2031
108680,0,180,5,1805
141265,1,181,8,1818
58578,1,183,8,1838
12924,1,189,8,1898
82413,1,200,8,2008
18158,0,191,5,1915
61063,0,191,5,1915
103619,0,196,1,1961
101689,1,203,8,2038
103223,0,196,1,1961
23774,0,191,5,1915
114582,0,209,1,2091
44949,0,183,5,1835
55274,0,213,9,2139
55477,0,193,1,1931
119821,0,212,9,2129
67972,0,200,1,2001
78402,0,200,1,2001
79522,1,192,8,1928
83522,0,191,5,1915
103065,1,180,8,1808
40006,0,210,1,2101
4441,0,183,5,1835
53347,0,181,5,1815
110357,0,188,5,1885
73429,0,184,5,1845
92060,0,203,1,2031
44038,0,212,9,2129
97834,0,219,9,2199
45638,0,212,9,2129
17224,0,218,9,2189
112103,1,202,8,2028
58056,1,211,2,2112
144721,1,206,8,2068
32477,0,219,9,2199
120483,0,198,1,1981
83593,0,198,1,1981
16987,0,194,1,1941
19694,0,184,5,1845
66181,1,181,8,1818
77567,0,197,1,1971
145690,0,183,5,1835
115916,0,182,5,1825
118323,1,182,8,1828
129665,0,194,1,1941
86347,1,193,8,1938
611,0,201,1,2011
22453,0,219,9,2199
1576,0,217,9,2179
21884,0,203,1,2031
15651,1,181,8,1818
144815,0,215,9,2159
6606,0,199,1,1991
58126,0,218,9,2189
129334,1,201,8,2018
10885,0,185,5,1855
70480,0,210,1,2101
48944,0,182,5,1825
39768,0,186,5,1865
85623,0,201,1,2011
32795,0,211,9,2119
87343,0,212,9,2129
104477,0,201,1,2011
140342,1,209,2,2092
146452,0,219,9,2199
34349,1,206,8,2068
96121,0,208,1,2081
117178,0,188,5,1885
48834,0,211,9,2119
44268,0,195,1,1951
92825,0,199,1,1991
121876,0,217,9,2179
68387,0,201,1,2011
74306,0,192,1,1921
79087,0,189,5,1895
34195,0,191,5,1915
107460,0,219,9,2199
44796,0,208,1,2081
78450,0,205,1,2051
66070,0,210,1,2101
79315,0,211,9,2119
63040,0,188,5,1885
83827,0,181,5,1815
137824,1,198,8,1988
103985,0,192,1,1921
81596,0,199,1,1991
71219,0,204,1,2041
74608,0,182,5,1825
61191,0,203,1,2031
88849,1,202,8,2028
138507,0,186,5,1865
46252,0,193,1,1931
117878,0,218,9,2189
108985,0,211,9,2119
13389,1,195,8,1958
98189,0,214,9,2149
111993,0,191,5,1915
67763,0,219,9,2199
143270,1,181,8,1818
1742,0,193,1,1931
90546,0,212,9,2129
12815,1,218,2,2182
110236,0,216,9,2169
96087,1,204,8,2048
92582,1,215,2,2152
91516,1,188,8,1888
1422,0,201,1,2011
77863,0,186,5,1865
66836,0,207,1,2071
18497,0,185,5,1855
65653,0,209,1,2091
4606,0,199,1,1991
46229,0,191,5,1915
24816,0,215,9,2159
23762,0,190,5,1905
2828,0,182,5,1825
43782,0,187,5,1875
128135,1,201,8,2018
41012,0,191,5,1915
69857,0,188,5,1885
73317,0,213,9,2139
139496,1,205,8,2058
5317,1,190,8,1908
27754,0,188,5,1885
104002,0,194,1,1941
2452,0,184,5,1845
26514,1,184,8,1848
36594,0,190,5,1905
87625,0,200,1,2001
122766,1,186,8,1868
144705,1,204,8,2048
54171,1,183,8,1838
59065,0,191,5,1915
123518,0,181,5,1815
98362,0,191,5,1915
92278,1,184,8,1848
62553,0,219,9,2199
114658,0,217,9,2179
7633,0,181,5,1815
49428,0,190,5,1905
33853,0,196,1,1961
51296,0,216,9,2169
119382,0,208,1,2081
142443,1,219,2,2192
87429,0,181,5,1815
80873,1,207,2,2072
28691,1,202,8,2028
102458,0,200,1,2001
144515,0,185,5,1855
42747,0,204,1,2041
43702,0,219,9,2199
7072,0,205,1,2051
141254,0,180,5,1805
131136,0,180,5,1805
89151,0,192,1,1921
10417,1,219,2,2192
33398,0,191,5,1915
137579,1,214,2,2142
84013,1,200,8,2008
72498,0,211,9,2119
53167,0,203,1,2031
79991,1,199,8,1998
16667,0,202,1,2021
113045,1,216,2,2162
118858,0,196,1,1961
102597,0,214,9,2149
16512,0,187,5,1875
39373,0,187,5,1875
63808,0,184,5,1845
36017,1,212,2,2122
66072,1,210,2,2102
111151,0,187,5,1875
114820,0,193,1,1931
88820,0,199,1,1991
23453,0,199,1,1991
53113,0,198,1,1981
96073,0,203,1,2031
135294,1,186,8,1868
106782,1,191,8,1918
62892,1,213,2,2132
20813,0,216,9,2169
53755,0,182,5,1825
106107,0,204,1,2041
13608,0,217,9,2179
58096,1,215,2,2152
83528,1,192,8,1928
100334,1,188,8,1888
118759,0,186,5,1865
95446,1,180,8,1808
36292,0,200,1,2001
35462,0,197,1,1971
40103,0,180,5,1805
129066,0,214,9,2149
50677,0,195,1,1951
11743,0,191,5,1915
100084,0,203,1,2031
140993,0,194,1,1941
35397,0,190,5,1905
38013,0,211,9,2119
92070,0,204,1,2041
67294,0,212,9,2129
64212,1,185,8,1858
58493,1,214,2,2142
55079,0,194,1,1941
120047,1,194,8,1948
62719,0,196,1,1961
8806,0,218,9,2189
77896,0,190,5,1905
120035,1,193,8,1938
60567,1,181,8,1818
119331,0,203,1,2031
20634,0,198,1,1981
49021,0,189,5,1895
88577,0,215,9,2159
101435,0,218,9,2189
51888,0,195,1,1951
126495,1,198,8,1988
32519,0,183,5,1835
145643,1,218,2,2182
138323,0,208,1,2081
58776,0,203,1,2031
114456,0,197,1,1971
20268,0,201,1,2011
118507,1,201,8,2018
15094,0,205,1,2051
66077,0,211,9,2119
40826,0,212,9,2129
126527,1,201,8,2018
24053,0,219,9,2199
35352,1,186,8,1868
61712,0,215,9,2159
60595,1,184,8,1848
136481,1,184,8,1848
4110,0,190,5,1905
8682,0,206,1,2061
124719,1,180,8,1808
98491,0,204,1,2041
10191,0,196,1,1961
74499,0,211,9,2119
134038,1,190,8,1908
28528,0,185,5,1855
65842,0,187,5,1875
19798,0,194,1,1941
89179,0,195,1,1951
115836,1,214,2,2142
112030,0,195,1,1951
117532,0,183,5,1835
70244,0,186,5,1865
136384,1,214,2,2142
87911,1,189,8,1898
702,0,210,1,2101
97002,0,216,9,2169
96983,0,214,9,2149
81363,0,216,9,2169
93631,0,199,1,1991
61199,0,204,1,2041
97341,0,209,1,2091
67682,0,211,9,2119
100387,0,193,1,1931
26086,0,182,5,1825
138629,0,198,1,1981
131126,0,220,9,2209
17274,0,183,5,1835
55852,0,191,5,1915
126754,0,183,5,1835
29494,0,202,1,2021
68014,0,204,1,2041
53617,1,208,2,2082
66063,0,209,1,2091
63121,1,196,8,1968
93210,0,197,1,1971
94120,0,208,1,2081
54155,1,182,8,1828
22000,0,214,9,2149
117031,1,214,2,2142
114685,0,220,9,2209
70712,1,193,8,1938
97319,0,207,1,2071
125333,0,202,1,2021
70689,0,191,5,1915
7992,0,217,9,2179
140288,0,204,1,2041
135296,0,186,5,1865
66054,0,209,1,2091
121810,0,210,1,2101
86092,0,207,1,2071
22999,0,194,1,1941
116130,0,204,1,2041
79801,0,180,5,1805
8064,1,184,8,1848
66870,1,210,2,2102
68251,0,188,5,1885
85576,0,196,1,1961
1296,0,189,5,1895
69921,0,194,1,1941
119954,0,185,5,1855
58603,0,185,5,1855
79592,0,199,1,1991
68970,0,219,9,2199
24389,0,212,9,2129
35191,1,210,2,2102
106357,1,189,8,1898
98291,0,184,5,1845
189,0,198,1,1981
91393,0,216,9,2169
2282,0,207,1,2071
52366,1,203,8,2038
132213,1,208,2,2082
32722,0,204,1,2041
118092,0,199,1,1991
108400,0,193,1,1931
70632,1,185,8,1858
126845,0,192,1,1921
11313,0,188,5,1885
64061,0,210,1,2101
10463,0,183,5,1835
36024,0,213,9,2139
51681,0,215,9,2159
64189,0,182,5,1825
12384,0,215,9,2159
110928,1,205,8,2058
20065,0,181,5,1815
132660,0,213,9,2139
102649,0,219,9,2199
99802,0,215,9,2159
