,leap_year_condition,decade,decade4,predicted_year_digit,predicted_year
57399,1,185,1,2,1852
18661,0,201,1,7,2017
57894,0,195,1,7,1957
90703,0,187,1,9,1879
125550,0,183,1,9,1839
117511,0,181,1,9,1819
103209,1,195,1,2,1952
25280,0,181,1,9,1819
96744,0,190,0,6,1906
78346,0,195,1,7,1957
22100,0,184,0,6,1846
101771,0,211,1,7,2117
3980,0,217,1,7,2177
20960,1,190,0,8,1908
61472,0,191,1,9,1919
55002,0,186,0,6,1866
58689,0,194,0,6,1946
14076,0,184,0,6,1846
14959,0,192,0,6,1926
68737,0,196,0,6,1966
91696,1,206,0,8,2068
6462,0,184,0,6,1846
3261,0,185,1,9,1859
72483,0,210,0,6,2106
41732,1,182,0,8,1828
2475,0,186,0,6,1866
101274,0,202,0,6,2026
90776,0,195,1,7,1957
112197,0,211,1,7,2117
1501,0,209,1,7,2097
143534,1,208,0,8,2088
129218,1,189,1,2,1892
111332,0,205,1,7,2057
70602,0,182,0,6,1826
59855,0,190,0,6,1906
94296,0,186,0,6,1866
56340,1,200,0,8,2008
9868,1,204,0,8,2048
89942,0,191,1,9,1919
88925,1,210,0,8,2108
115644,1,195,1,2,1952
116283,0,219,1,7,2197
13830,1,199,1,2,1992
125403,0,209,1,7,2097
46314,0,199,1,7,1997
134419,1,188,0,8,1888
94303,1,186,0,8,1868
7921,0,210,0,6,2106
109629,1,195,1,2,1952
30886,0,180,0,6,1806
126771,0,185,1,9,1859
58007,0,206,0,6,2066
36895,0,180,0,6,1806
17077,0,203,1,7,2037
51346,0,181,1,9,1819
144224,1,196,0,8,1968
61142,0,199,1,7,1997
60151,0,180,0,6,1806
32572,0,189,1,9,1899
2263,0,205,1,7,2057
96355,0,191,1,9,1919
92233,0,180,0,6,1806
22995,0,193,1,7,1937
64435,0,207,1,7,2077
120924,0,202,0,6,2026
113221,0,193,1,7,1937
42535,0,182,0,6,1826
52365,0,203,1,7,2037
20074,1,182,0,8,1828
128102,0,198,0,6,1986
90593,1,216,0,8,2168
26877,0,181,1,9,1819
68788,0,201,1,7,2017
19357,0,190,0,6,1906
85458,0,184,0,6,1846
5349,1,193,1,2,1932
11567,0,213,1,7,2137
113359,0,207,1,7,2077
86533,0,211,1,7,2117
48445,0,212,0,6,2126
94175,0,214,0,6,2146
49715,1,219,1,2,2192
29551,0,207,1,7,2077
127861,0,214,0,6,2146
85978,1,196,0,8,1968
1708,1,190,0,8,1908
86682,0,186,0,6,1866
110594,0,211,1,7,2117
29305,1,183,1,2,1832
14596,1,196,0,8,1968
112365,0,188,0,6,1886
141634,0,218,0,6,2186
67273,0,210,0,6,2106
3248,1,184,0,8,1848
104929,1,206,0,8,2068
144118,0,186,0,6,1866
129411,0,208,0,6,2086
38688,1,199,1,2,1992
48745,1,202,0,8,2028
74120,1,213,1,2,2132
135030,0,209,1,7,2097
90800,0,197,1,7,1977
119614,1,191,1,2,1912
19363,0,191,1,9,1919
27460,1,199,1,2,1992
60827,1,207,1,2,2072
91588,1,196,0,8,1968
22994,0,193,1,7,1937
63637,0,207,1,7,2077
23470,1,201,1,2,2012
110609,0,213,1,7,2137
597,1,199,1,2,1992
87337,1,212,0,8,2128
120144,0,204,0,6,2046
56666,0,192,0,6,1926
96391,0,195,1,7,1957
38480,0,218,0,6,2186
23475,0,201,1,7,2017
45299,0,218,0,6,2186
38888,1,219,1,2,2192
42033,0,212,0,6,2126
89561,0,193,1,7,1937
144439,0,218,0,6,2186
10670,1,204,0,8,2048
61154,0,200,0,6,2006
51898,0,196,0,6,1966
60396,0,204,0,6,2046
23036,0,197,1,7,1977
81802,0,219,1,7,2197
96212,0,217,1,7,2177
101532,0,187,1,9,1879
72317,0,193,1,7,1937
24255,0,199,1,7,1997
100148,0,209,1,7,2097
69291,0,211,1,7,2117
4127,0,191,1,9,1919
93005,0,217,1,7,2177
67339,1,217,1,2,2172
141491,0,204,0,6,2046
91511,0,188,0,6,1886
15535,0,209,1,7,2097
11708,0,187,1,9,1879
17501,0,205,1,7,2057
46625,0,190,0,6,1906
133797,1,206,0,8,2068
42872,0,216,0,6,2166
134030,1,189,1,2,1892
143444,0,199,1,7,1997
54666,0,193,1,7,1937
19968,0,211,1,7,2117
90564,0,213,1,7,2137
90431,0,200,0,6,2006
103097,1,184,0,8,1848
93286,0,205,1,7,2057
28403,0,213,1,7,2137
8387,0,216,0,6,2166
10513,0,188,0,6,1886
75552,1,196,0,8,1968
112304,1,182,0,8,1828
102985,0,212,0,6,2126
115697,0,200,0,6,2006
31078,0,200,0,6,2006
85061,0,184,0,6,1846
67046,0,187,1,9,1879
74235,0,185,1,9,1859
100436,0,198,0,6,1986
139695,0,185,1,9,1859
52396,0,206,0,6,2066
114665,1,218,0,8,2188
88711,0,189,1,9,1899
11847,0,201,1,7,2017
23755,1,189,1,2,1892
77290,0,209,1,7,2097
1494,0,209,1,7,2097
94358,0,192,0,6,1926
42301,1,199,1,2,1992
126641,0,212,0,6,2126
37806,1,191,1,2,1912
21848,0,199,1,7,1997
53420,0,188,0,6,1886
1678,0,187,1,9,1879
7272,0,185,1,9,1859
121724,0,202,0,6,2026
76366,1,197,1,2,1972
119737,0,203,1,7,2037
42286,0,198,0,6,1986
101269,0,201,1,7,2017
32798,0,211,1,7,2117
85053,0,184,0,6,1846
26348,0,208,0,6,2086
114762,1,187,1,2,1872
81393,0,219,1,7,2197
10377,1,215,1,2,2152
77802,1,180,0,8,1808
113478,1,219,1,2,2192
107117,0,185,1,9,1859
49765,0,184,0,6,1846
1261,0,185,1,9,1859
126766,0,185,1,9,1859
92196,0,216,0,6,2166
112077,0,199,1,7,1997
86462,0,204,0,6,2046
87525,0,190,0,6,1906
39653,0,215,1,7,2157
145211,0,215,1,7,2157
93302,0,207,1,7,2077
20552,0,190,0,6,1906
137731,0,189,1,9,1899
4672,0,206,0,6,2066
100741,0,189,1,9,1899
14540,1,190,0,8,1908
117882,0,218,0,6,2186
18382,0,213,1,7,2137
79927,1,192,0,8,1928
30240,0,196,0,6,1966
40051,1,215,1,2,2152
67298,0,213,1,7,2137
121823,1,212,0,8,2128
125489,0,217,1,7,2177
51591,0,206,0,6,2066
34602,1,191,1,2,1912
55816,0,187,1,9,1879
121434,1,213,1,2,2132
138218,0,197,1,7,1977
139329,0,188,0,6,1886
31439,0,196,0,6,1966
18189,1,194,0,8,1948
112959,0,207,1,7,2077
117808,0,211,1,7,2117
59498,0,195,1,7,1957
8196,1,197,1,2,1972
12700,0,206,0,6,2066
47951,1,203,1,2,2032
46545,0,182,0,6,1826
137788,1,194,0,8,1948
107338,0,207,1,7,2077
137206,1,216,0,8,2168
7377,0,195,1,7,1957
130231,0,210,0,6,2106
7088,0,207,1,7,2077
95613,0,197,1,7,1977
8235,0,201,1,7,2017
102470,0,201,1,7,2017
20045,1,219,1,2,2192
29953,0,207,1,7,2077
143132,0,207,1,7,2077
90523,0,209,1,7,2097
37917,0,202,0,6,2026
75455,0,186,0,6,1866
63735,0,217,1,7,2177
55382,1,184,0,8,1848
52787,1,205,1,2,2052
50794,1,206,0,8,2068
101820,0,216,0,6,2166
131835,0,210,0,6,2106
107581,0,191,1,9,1919
45943,0,202,0,6,2026
72254,0,187,1,9,1879
75259,1,207,1,2,2072
23698,0,183,1,9,1839
46547,0,183,1,9,1839
132763,1,183,1,2,1832
96437,0,199,1,7,1997
7650,0,183,1,9,1839
68140,0,217,1,7,2177
35128,0,204,0,6,2046
87920,0,190,0,6,1906
111618,1,194,0,8,1948
32142,0,186,0,6,1866
61398,0,184,0,6,1846
82827,0,202,0,6,2026
99894,0,184,0,6,1846
25114,1,205,1,2,2052
22958,0,190,0,6,1906
70905,0,212,0,6,2126
36176,0,188,0,6,1886
29048,1,197,1,2,1972
109201,0,192,0,6,1926
75123,1,193,1,2,1932
139226,0,218,0,6,2186
84443,0,203,1,7,2037
69929,0,195,1,7,1957
40975,0,187,1,9,1879
43253,0,214,0,6,2146
102670,0,181,1,9,1819
5297,1,188,0,8,1888
101449,0,219,1,7,2197
118712,1,181,1,2,1812
141354,0,190,0,6,1906
83830,0,182,0,6,1826
52401,0,207,1,7,2077
72849,1,206,0,8,2068
132734,0,180,0,6,1806
15042,0,200,0,6,2006
42746,1,204,0,8,2048
68261,0,189,1,9,1899
116961,0,207,1,7,2077
114684,0,219,1,7,2197
101721,1,206,0,8,2068
52755,1,202,0,8,2028
65518,0,195,1,7,1957
77899,0,190,0,6,1906
19680,0,183,1,9,1839
28183,0,191,1,9,1919
68114,0,214,0,6,2146
40916,0,181,1,9,1819
53231,0,209,1,7,2097
56034,0,209,1,7,2097
21059,0,200,0,6,2006
30152,0,187,1,9,1879
7304,0,188,0,6,1886
105514,0,185,1,9,1859
121240,0,193,1,7,1937
1709,0,190,0,6,1906
14799,0,216,0,6,2166
58347,0,200,0,6,2006
39632,0,213,1,7,2137
29712,0,183,1,9,1839
117417,0,212,0,6,2126
20784,0,213,1,7,2137
37362,0,186,0,6,1866
142731,0,207,1,7,2077
50205,1,188,0,8,1888
139542,0,209,1,7,2097
56883,0,214,0,6,2146
143994,0,213,1,7,2137
84523,0,211,1,7,2117
79839,1,184,0,8,1848
39080,0,198,0,6,1986
113414,1,213,1,2,2132
69281,0,210,0,6,2106
44488,0,217,1,7,2177
145567,1,210,0,8,2108
17601,0,215,1,7,2157
29424,0,195,1,7,1957
83195,1,198,0,8,1988
15812,0,197,1,7,1977
81207,0,200,0,6,2006
91870,0,184,0,6,1846
7977,0,215,1,7,2157
90187,0,216,0,6,2166
71941,0,196,0,6,1966
87253,1,203,1,2,2032
9387,1,196,0,8,1968
98106,0,206,0,6,2066
142746,0,209,1,7,2097
38549,0,185,1,9,1859
107070,0,180,0,6,1806
645,1,204,0,8,2048
23932,0,207,1,7,2077
71896,0,191,1,9,1919
23881,0,202,0,6,2026
121095,0,219,1,7,2197
9434,0,201,1,7,2017
81631,1,202,0,8,2028
37232,1,214,0,8,2148
77556,0,196,0,6,1966
40183,0,188,0,6,1886
138226,0,198,0,6,1986
71200,0,202,0,6,2026
63950,0,199,1,7,1997
30209,0,193,1,7,1937
113652,0,196,0,6,1966
89790,0,216,0,6,2166
64553,0,219,1,7,2197
86172,0,215,1,7,2157
36118,1,182,0,8,1828
6192,0,197,1,7,1977
49481,0,195,1,7,1957
46812,1,209,1,2,2092
17393,0,195,1,7,1957
91577,0,194,0,6,1946
117186,0,189,1,9,1899
57569,0,202,0,6,2026
21957,0,210,0,6,2106
32421,0,214,0,6,2146
92310,1,188,0,8,1888
111750,1,207,1,2,2072
34205,1,192,0,8,1928
126962,0,204,0,6,2046
47006,0,188,0,6,1886
6083,1,186,0,8,1868
96165,0,212,0,6,2126
55806,0,186,0,6,1866
112129,0,205,1,7,2057
21590,0,213,1,7,2137
81928,1,192,0,8,1928
96141,0,210,0,6,2106
8766,0,214,0,6,2146
134080,0,194,0,6,1946
118003,0,190,0,6,1906
12771,1,214,0,8,2148
111209,1,193,1,2,1932
112516,1,203,1,2,2032
100262,1,181,1,2,1812
112360,1,188,0,8,1888
53326,0,219,1,7,2197
23506,1,204,0,8,2048
137942,0,210,0,6,2106
137843,0,200,0,6,2006
85997,0,198,0,6,1986
127316,0,199,1,7,1997
7302,1,188,0,8,1888
127008,1,209,1,2,2092
24813,1,215,1,2,2152
35217,0,213,1,7,2137
26184,0,191,1,9,1919
3487,0,207,1,7,2077
99254,0,200,0,6,2006
139613,0,216,0,6,2166
103982,0,192,0,6,1926
8843,0,182,0,6,1826
47996,0,207,1,7,2077
39164,0,206,0,6,2066
143256,0,180,0,6,1806
8063,0,184,0,6,1846
75982,0,199,1,7,1997
91754,0,212,0,6,2126
62881,0,212,0,6,2126
39985,0,208,0,6,2086
55450,1,191,1,2,1912
128991,0,207,1,7,2077
44944,1,183,1,2,1832
99094,0,184,0,6,1846
103146,0,188,0,6,1886
254,0,205,1,7,2057
139944,0,209,1,7,2097
67976,0,200,0,6,2006
134669,0,213,1,7,2137
32993,0,191,1,9,1919
77209,0,201,1,7,2017
104329,0,186,0,6,1866
15855,1,201,1,2,2012
2902,0,189,1,9,1899
131871,0,214,0,6,2146
84068,0,205,1,7,2057
88518,0,209,1,7,2097
36890,0,219,1,7,2197
125549,1,183,1,2,1832
69770,0,219,1,7,2197
23374,1,191,1,2,1912
41839,0,193,1,7,1937
140363,0,211,1,7,2117
80547,0,214,0,6,2146
130848,0,192,0,6,1926
126925,0,200,0,6,2006
61519,0,196,0,6,1966
46099,0,218,0,6,2186
13622,0,218,0,6,2186
93432,0,220,0,6,2206
27896,0,202,0,6,2026
47702,1,218,0,8,2188
144358,0,210,0,6,2106
38893,0,219,1,7,2197
139252,1,180,0,8,1808
87418,0,180,0,6,1806
71192,0,201,1,7,2017
103810,1,215,1,2,2152
124795,1,188,0,8,1888
5100,1,208,0,8,2088
143546,1,209,1,2,2092
54678,0,194,0,6,1946
52648,0,191,1,9,1919
36787,1,209,1,2,2092
124144,0,203,1,7,2037
93486,0,185,1,9,1859
21216,1,216,0,8,2168
121238,1,193,1,2,1932
85789,1,217,1,2,2172
113252,0,197,1,7,1977
55561,0,202,0,6,2026
26425,1,216,0,8,2168
130718,0,219,1,7,2197
86918,0,210,0,6,2106
8941,0,191,1,9,1919
132778,0,184,0,6,1846
97963,0,191,1,9,1919
23595,0,213,1,7,2137
84908,0,209,1,7,2097
86146,1,213,1,2,2132
107810,0,214,0,6,2146
30896,0,181,1,9,1819
26030,0,216,0,6,2166
23335,0,187,1,9,1879
131481,0,215,1,7,2157
79731,0,213,1,7,2137
58034,0,209,1,7,2097
13882,1,204,0,8,2048
139548,1,210,0,8,2108
19688,0,183,1,9,1839
38766,0,207,1,7,2077
80166,0,216,0,6,2166
125742,0,202,0,6,2026
18918,0,187,1,9,1879
140167,0,192,0,6,1926
123151,1,184,0,8,1848
70222,0,184,0,6,1846
9525,0,210,0,6,2106
132111,0,198,0,6,1986
47426,1,190,0,8,1908
122066,0,196,0,6,1966
84680,0,186,0,6,1866
8010,0,219,1,7,2197
77875,0,188,0,6,1886
51440,1,191,1,2,1912
48442,0,212,0,6,2126
4881,0,186,0,6,1866
111172,0,189,1,9,1899
1241,0,183,1,9,1839
3148,0,214,0,6,2146
90840,0,201,1,7,2017
52137,0,180,0,6,1806
87407,0,219,1,7,2197
43035,1,192,0,8,1928
123571,0,186,0,6,1866
39125,1,202,0,8,2028
22228,0,197,1,7,1977
69148,1,197,1,2,1972
128637,0,211,1,7,2117
105402,1,214,0,8,2148
51384,1,185,1,2,1852
60861,0,211,1,7,2117
58060,1,211,1,2,2112
94685,0,184,0,6,1846
42675,0,196,0,6,1966
4017,0,180,0,6,1806
140365,0,211,1,7,2117
44610,0,189,1,9,1899
22530,0,187,1,9,1879
8262,0,204,0,6,2046
65230,1,206,0,8,2068
137215,0,217,1,7,2177
61024,1,187,1,2,1872
105599,1,193,1,2,1932
145122,1,206,0,8,2068
19951,0,210,0,6,2106
79632,0,203,1,7,2037
14023,0,218,0,6,2186
110765,0,188,0,6,1886
47339,0,182,0,6,1826
144656,0,199,1,7,1997
84065,1,205,1,2,2052
49083,0,196,0,6,1966
101000,0,214,0,6,2146
5546,0,213,1,7,2137
133726,0,199,1,7,1997
88065,0,204,0,6,2046
40240,1,194,0,8,1948
50700,0,197,1,7,1977
119226,0,192,0,6,1926
89764,0,214,0,6,2146
18892,0,184,0,6,1846
16829,1,218,0,8,2188
63399,0,184,0,6,1846
122703,0,219,1,7,2197
43448,1,194,0,8,1948
114133,0,204,0,6,2046
64958,0,219,1,7,2197
83426,0,181,1,9,1819
6933,1,191,1,2,1912
83232,0,202,0,6,2026
105021,1,216,0,8,2168
138444,0,180,0,6,1806
64523,0,216,0,6,2166
120984,0,208,0,6,2086
35750,0,186,0,6,1866
73371,0,218,0,6,2186
58837,0,209,1,7,2097
102464,0,200,0,6,2006
106637,1,217,1,2,2172
100770,0,191,1,9,1919
97467,1,182,0,8,1828
86645,0,182,0,6,1826
31019,0,194,0,6,1946
109704,0,203,1,7,2037
120081,0,198,0,6,1986
115506,0,181,1,9,1819
141199,0,215,1,7,2157
59672,1,212,0,8,2128
79368,0,217,1,7,2177
111182,0,190,0,6,1906
28092,0,182,0,6,1826
86483,1,206,0,8,2068
127626,1,190,0,8,1908
71461,0,188,0,6,1886
129325,0,200,0,6,2006
8431,0,181,1,9,1819
128060,0,194,0,6,1946
47845,0,192,0,6,1926
58651,0,190,0,6,1906
135917,0,208,0,6,2086
111213,1,193,1,2,1932
125081,0,217,1,7,2177
111796,0,211,1,7,2117
128381,0,186,0,6,1866
25984,1,212,0,8,2128
83026,0,181,1,9,1819
140019,0,217,1,7,2177
113818,0,213,1,7,2137
90482,0,205,1,7,2057
81430,0,182,0,6,1826
64376,1,201,1,2,2012
54431,1,209,1,2,2092
137939,0,209,1,7,2097
118774,0,187,1,9,1879
48925,0,180,0,6,1806
83210,0,200,0,6,2006
38470,0,217,1,7,2177
92557,0,212,0,6,2126
131973,1,184,0,8,1848
21310,0,185,1,9,1859
39244,0,214,0,6,2146
31977,0,209,1,7,2097
43241,0,213,1,7,2137
137604,0,216,0,6,2166
110265,0,219,1,7,2197
131039,0,211,1,7,2117
78819,0,202,0,6,2026
120019,1,192,0,8,1928
84107,0,209,1,7,2097
33455,1,197,1,2,1972
63024,0,186,0,6,1866
134145,0,201,1,7,2017
64689,1,192,0,8,1928
105758,0,209,1,7,2097
52223,0,189,1,9,1899
19001,0,195,1,7,1957
91970,0,194,0,6,1946
134391,1,185,1,2,1852
140674,0,202,0,6,2026
28560,0,188,0,6,1886
3371,0,196,0,6,1966
134447,1,191,1,2,1912
53934,1,200,0,8,2008
64942,0,218,0,6,2186
110908,1,203,1,2,2032
37961,0,206,0,6,2066
124698,1,218,0,8,2188
29408,0,193,1,7,1937
118974,0,207,1,7,2077
60625,0,187,1,9,1879
79061,1,186,0,8,1868
9739,0,191,1,9,1919
223,0,202,0,6,2026
38290,0,199,1,7,1997
72114,0,213,1,7,2137
58413,1,206,0,8,2068
63355,0,219,1,7,2197
132551,0,202,0,6,2026
142545,0,189,1,9,1899
123419,1,211,1,2,2112
96357,0,191,1,9,1919
120027,1,192,0,8,1928
48375,0,205,1,7,2057
107800,1,213,1,2,2132
60293,0,194,0,6,1946
114263,0,217,1,7,2177
118663,1,216,0,8,2168
117816,0,212,0,6,2126
70075,0,210,0,6,2106
69392,0,181,1,9,1819
106532,0,206,0,6,2066
22064,0,180,0,6,1806
63484,0,192,0,6,1926
135193,1,203,1,2,2032
27522,0,205,1,7,2057
39980,0,208,0,6,2086
50739,0,201,1,7,2017
82657,0,185,1,9,1859
28376,0,210,0,6,2106
53132,1,200,0,8,2008
84484,0,207,1,7,2077
76615,1,182,0,8,1828
111477,0,220,0,6,2206
76796,0,200,0,6,2006
68296,0,192,0,6,1926
75781,0,219,1,7,2197
88435,0,201,1,7,2017
76373,0,198,0,6,1986
14460,1,182,0,8,1828
21248,1,219,1,2,2192
136865,0,182,0,6,1826
30102,0,182,0,6,1826
12744,0,211,1,7,2117
106693,0,182,0,6,1826
91395,1,216,0,8,2168
106427,0,196,0,6,1966
44974,0,186,0,6,1866
102044,0,199,1,7,1997
118995,0,209,1,7,2097
69806,1,183,1,2,1832
70518,0,214,0,6,2146
114069,0,198,0,6,1986
115910,0,182,0,6,1826
28895,0,182,0,6,1826
18126,0,188,0,6,1886
103816,0,215,1,7,2157
439,0,183,1,9,1839
118985,0,208,0,6,2086
122812,0,190,0,6,1906
92853,0,202,0,6,2026
60915,1,216,0,8,2168
69251,0,207,1,7,2077
102993,0,213,1,7,2137
91166,0,193,1,7,1937
75708,1,212,0,8,2128
11164,0,213,1,7,2137
93341,0,210,0,6,2106
76736,0,194,0,6,1946
31293,0,181,1,9,1819
143465,0,201,1,7,2017
17035,0,199,1,7,1997
112043,1,196,0,8,1968
98079,0,203,1,7,2037
124290,0,218,0,6,2186
23805,0,194,0,6,1946
117500,0,180,0,6,1806
69205,0,203,1,7,2037
96994,0,215,1,7,2157
119336,0,203,1,7,2037
90158,0,213,1,7,2137
75208,0,202,0,6,2026
10877,0,185,1,9,1859
71853,0,187,1,9,1879
11440,1,201,1,2,2012
101603,0,195,1,7,1957
132761,0,183,1,9,1839
68373,0,200,0,6,2006
1522,0,211,1,7,2117
79162,0,196,0,6,1966
51421,0,189,1,9,1899
3431,0,202,0,6,2026
120547,0,204,0,6,2046
43958,0,204,0,6,2046
93071,0,183,1,9,1839
44401,0,209,1,7,2097
137443,1,200,0,8,2008
45165,0,205,1,7,2057
123534,0,182,0,6,1826
92745,0,191,1,9,1919
89554,0,193,1,7,1937
56296,1,195,1,2,1952
12220,0,199,1,7,1997
102314,0,185,1,9,1859
41377,0,187,1,9,1879
38867,0,217,1,7,2177
46983,0,186,0,6,1866
8847,0,182,0,6,1826
92857,0,202,0,6,2026
27823,0,195,1,7,1957
50563,0,183,1,9,1839
84199,0,219,1,7,2197
39630,1,213,1,2,2132
22491,0,183,1,9,1839
118364,0,186,0,6,1866
44299,0,198,0,6,1986
36113,0,182,0,6,1826
84442,1,203,1,2,2032
57210,1,206,0,8,2068
42756,0,205,1,7,2057
1752,1,194,0,8,1948
137353,0,191,1,9,1919
62524,0,216,0,6,2166
48459,0,213,1,7,2137
21369,1,191,1,2,1912
118221,0,212,0,6,2126
6293,0,207,1,7,2077
2581,0,197,1,7,1977
84707,1,189,1,2,1892
66507,0,214,0,6,2146
23845,0,198,0,6,1986
14862,0,182,0,6,1826
105755,1,209,1,2,2092
11119,1,209,1,2,2092
42427,0,212,0,6,2126
88158,0,213,1,7,2137
26475,0,180,0,6,1806
68403,0,203,1,7,2037
8441,1,182,0,8,1828
97881,0,183,1,9,1839
125067,1,215,1,2,2152
68712,0,194,0,6,1946
49033,0,191,1,9,1919
116977,0,208,0,6,2086
84486,1,207,1,2,2072
59324,0,217,1,7,2177
130520,0,199,1,7,1997
115854,0,216,0,6,2166
50003,0,207,1,7,2077
10478,1,185,1,2,1852
37444,0,195,1,7,1957
59908,0,195,1,7,1957
61548,0,199,1,7,1997
53015,0,188,0,6,1886
51865,1,193,1,2,1932
16940,0,189,1,9,1899
114298,0,181,1,9,1819
3237,0,182,0,6,1826
141737,0,188,0,6,1886
137650,0,181,1,9,1819
69848,0,187,1,9,1879
67246,0,207,1,7,2077
1066,1,206,0,8,2068
112256,0,217,1,7,2177
112175,1,209,1,2,2092
103110,0,185,1,9,1859
127867,0,214,0,6,2146
34264,0,197,1,7,1977
9278,0,185,1,9,1859
53179,0,204,0,6,2046
91698,0,207,1,7,2077
20053,0,180,0,6,1806
144794,0,213,1,7,2137
92766,0,193,1,7,1937
26873,0,180,0,6,1806
17919,0,207,1,7,2077
120142,0,204,0,6,2046
24077,0,181,1,9,1819
105159,0,189,1,9,1899
48667,0,194,0,6,1946
47514,1,199,1,2,1992
40872,0,217,1,7,2177
61545,1,199,1,2,1992
96544,1,210,0,8,2108
59662,0,211,1,7,2117
26350,0,208,0,6,2086
145747,0,188,0,6,1886
96842,0,200,0,6,2006
52175,0,184,0,6,1846
20117,0,186,0,6,1866
17214,1,217,1,2,2172
45270,0,215,1,7,2157
65450,0,188,0,6,1886
2091,0,188,0,6,1886
88508,1,208,0,8,2088
114315,0,183,1,9,1839
59287,1,214,0,8,2148
117000,0,210,0,6,2106
44951,0,183,1,9,1839
126972,1,205,1,2,2052
52209,0,187,1,9,1879
84016,0,200,0,6,2006
142529,0,187,1,9,1879
59630,0,208,0,6,2086
143908,0,205,1,7,2057
143719,1,186,0,8,1868
30079,1,180,0,8,1808
30814,0,213,1,7,2137
114149,0,206,0,6,2066
11257,0,182,0,6,1826
77644,0,205,1,7,2057
9981,0,215,1,7,2157
123779,0,207,1,7,2077
34129,1,184,0,8,1848
2696,0,209,1,7,2097
45806,1,189,1,2,1892
102158,1,210,0,8,2108
32905,0,182,0,6,1826
13377,1,194,0,8,1948
99180,0,193,1,7,1937
67159,1,199,1,2,1992
95112,0,187,1,9,1879
23940,0,208,0,6,2086
74036,1,205,1,2,2052
130259,0,213,1,7,2137
109908,0,183,1,9,1839
142487,0,183,1,9,1839
82225,1,182,0,8,1828
91174,0,194,0,6,1946
67428,1,186,0,8,1868
46670,0,195,1,7,1957
145864,1,200,0,8,2008
135873,0,203,1,7,2037
141162,0,211,1,7,2117
58094,0,215,1,7,2157
34470,0,218,0,6,2186
63119,0,196,0,6,1966
49965,0,204,0,6,2046
134592,0,205,1,7,2057
50734,1,200,0,8,2008
108385,0,191,1,9,1919
101544,0,189,1,9,1899
144523,0,186,0,6,1866
124282,0,217,1,7,2177
19671,0,182,0,6,1826
125406,0,209,1,7,2097
116133,1,204,0,8,2048
125476,1,216,0,8,2168
74580,0,219,1,7,2197
3227,0,181,1,9,1819
32315,0,203,1,7,2037
136620,0,198,0,6,1986
98443,0,199,1,7,1997
71581,0,200,0,6,2006
41259,0,215,1,7,2157
53979,0,204,0,6,2046
67800,0,183,1,9,1839
18062,0,181,1,9,1819
58964,0,181,1,9,1819
110820,1,194,0,8,1948
68359,0,198,0,6,1986
81587,1,198,0,8,1988
119498,0,180,0,6,1806
73435,1,185,1,2,1852
90954,1,212,0,8,2128
113541,0,185,1,9,1859
58930,1,218,0,8,2188
70693,0,191,1,9,1919
19342,0,189,1,9,1899
68405,0,203,1,7,2037
12758,0,212,0,6,2126
72953,1,217,1,2,2172
109896,0,182,0,6,1826
76343,0,195,1,7,1957
36492,0,180,0,6,1806
129456,0,213,1,7,2137
128172,0,205,1,7,2057
38242,0,194,0,6,1946
85038,0,182,0,6,1826
24169,0,190,0,6,1906
127274,0,195,1,7,1957
11674,0,184,0,6,1846
137406,0,196,0,6,1966
33266,1,218,0,8,2188
118295,0,180,0,6,1806
74694,1,190,0,8,1908
96303,0,186,0,6,1866
107392,0,212,0,6,2126
35136,0,204,0,6,2046
121031,0,213,1,7,2137
73927,0,194,0,6,1946
78855,0,205,1,7,2057
73006,1,182,0,8,1828
128732,0,181,1,9,1819
62097,0,214,0,6,2146
115501,0,181,1,9,1819
83135,1,192,0,8,1928
23672,0,181,1,9,1819
140205,0,195,1,7,1957
114136,1,205,1,2,2052
49696,0,217,1,7,2177
32002,0,212,0,6,2126
20084,0,183,1,9,1839
47933,0,201,1,7,2017
54891,0,215,1,7,2157
86046,1,203,1,2,2032
83912,0,190,0,6,1906
130318,0,219,1,7,2197
121313,0,201,1,7,2017
59540,1,199,1,2,1992
3138,0,213,1,7,2137
34299,0,201,1,7,2017
33122,1,204,0,8,2048
88238,0,181,1,9,1819
77423,0,183,1,9,1839
77092,0,190,0,6,1906
45883,0,196,0,6,1966
129080,0,215,1,7,2157
10693,0,206,0,6,2066
30053,0,217,1,7,2177
75486,0,189,1,9,1899
102937,0,208,0,6,2086
8349,0,212,0,6,2126
108660,0,219,1,7,2197
12824,0,219,1,7,2197
91223,1,199,1,2,1992
97426,1,218,0,8,2188
55843,1,190,0,8,1908
15455,0,201,1,7,2017
118294,0,220,0,6,2206
104703,0,184,0,6,1846
132066,0,193,1,7,1937
24148,1,188,0,8,1888
71143,0,196,0,6,1966
81741,0,213,1,7,2137
77154,0,196,0,6,1966
74309,1,192,0,8,1928
90811,0,198,0,6,1986
69499,0,192,0,6,1926
24521,1,186,0,8,1868
77774,0,218,0,6,2186
36722,0,203,1,7,2037
105504,0,184,0,6,1846
61297,0,214,0,6,2146
119608,0,191,1,9,1919
85687,0,207,1,7,2077
98195,0,215,1,7,2157
67855,0,188,0,6,1886
30999,0,192,0,6,1926
30413,0,213,1,7,2137
4365,0,215,1,7,2157
11366,0,193,1,7,1937
79690,1,209,1,2,2092
35845,1,195,1,2,1952
117637,1,194,0,8,1948
47241,1,212,0,8,2128
95659,0,202,0,6,2026
47681,0,216,0,6,2166
